체결시간,basis_시가
20230919123000,1.6299999999999955
20230919114500,1.6200000000000045
20230919110000,1.5399999999999636
20230919101500,1.5600000000000023
20230919093000,1.7900000000000205
20230918153000,2.019999999999982
20230918144500,1.759999999999991
20230918140000,2.0400000000000205
20230918131500,1.839999999999975
20230918123000,1.8799999999999955
20230918114500,1.6000000000000227
20230918110000,1.6200000000000045
20230918101500,1.920000000000016
20230918093000,1.740000000000009
20230915153000,1.919999999999959
20230915144500,1.9700000000000273
20230915140000,2.1299999999999955
20230915131500,2.159999999999968
20230915123000,2.1200000000000045
20230915114500,2.0400000000000205
20230915110000,1.8500000000000227
20230915101500,1.8899999999999864
20230915093000,1.8000000000000114
20230914153000,2.269999999999982
20230914144500,1.6399999999999864
20230914140000,1.7199999999999704
20230914131500,1.7100000000000364
20230914123000,1.670000000000016
20230914114500,1.57000000000005
20230914110000,1.589999999999975
20230914101500,1.6100000000000136
20230914093000,1.509999999999991
20230913153000,1.6299999999999955
20230913144500,1.7300000000000182
20230913140000,1.4699999999999704
20230913131500,1.7200000000000273
20230913123000,1.599999999999966
20230913114500,1.5200000000000387
20230913110000,1.5
20230913101500,1.7900000000000205
20230913093000,1.5
20230912153000,1.4600000000000364
20230912144500,1.6999999999999886
20230912140000,1.669999999999959
20230912131500,1.75
20230912123000,1.5400000000000205
20230912114500,1.8000000000000114
20230912110000,1.6200000000000045
20230912101500,1.6800000000000068
20230912093000,1.6899999999999977
20230911153000,1.7900000000000205
20230911144500,1.8899999999999864
20230911140000,1.920000000000016
20230911131500,1.6000000000000227
20230911123000,1.6000000000000227
20230911114500,1.7200000000000273
20230911110000,1.7199999999999704
20230911101500,1.849999999999966
20230911093000,1.5699999999999932
20230908153000,2.009999999999991
20230908144500,1.829999999999984
20230908140000,1.7700000000000387
20230908131500,1.6399999999999864
20230908123000,1.6999999999999886
20230908114500,1.8400000000000318
20230908110000,1.660000000000025
20230908101500,1.5500000000000114
20230908093000,1.6400000000000432
20230907153000,1.75
20230907144500,1.5699999999999932
20230907140000,1.7100000000000364
20230907131500,1.6399999999999864
20230907123000,1.5600000000000023
20230907114500,1.6200000000000045
20230907110000,1.67999999999995
20230907101500,1.8100000000000023
20230907093000,1.6800000000000068
20230906153000,1.75
20230906144500,1.670000000000016
20230906140000,1.7800000000000296
20230906131500,1.759999999999991
20230906123000,1.599999999999966
20230906114500,1.5399999999999636
20230906110000,1.650000000000034
20230906101500,1.7100000000000364
20230906093000,1.6400000000000432
20230905153000,1.5200000000000387
20230905144500,1.6999999999999886
20230905140000,1.7700000000000387
20230905131500,1.7699999999999818
20230905123000,1.7899999999999636
20230905114500,1.7099999999999795
20230905110000,1.740000000000009
20230905101500,1.6000000000000227
20230905093000,1.5699999999999932
20230904153000,1.8999999999999773
20230904144500,1.490000000000009
20230904140000,1.829999999999984
20230904131500,1.660000000000025
20230904123000,1.7200000000000273
20230904114500,1.7399999999999523
20230904110000,1.509999999999991
20230904101500,1.7300000000000182
20230904093000,1.740000000000009
20230901153000,1.3599999999999568
20230901144500,1.75
20230901140000,1.8600000000000136
20230901131500,1.9799999999999613
20230901123000,1.8000000000000114
20230901114500,1.6299999999999955
20230901110000,1.6100000000000136
20230901101500,1.6999999999999886
20230901093000,1.759999999999991
20230831153000,2.259999999999991
20230831144500,1.9700000000000273
20230831140000,1.829999999999984
20230831131500,1.8400000000000318
